Wavelength (nm)	L03 abs e
655.75	1272.7
656.00	1582.0
656.25	1469.2
656.50	1336.8
656.75	1403.9
657.00	1427.7
657.25	1337.4
657.50	1357.5
657.75	1377.7
658.00	1230.0
658.25	1354.5
658.50	1248.3
658.75	1251.4
659.00	962.77
659.25	1183.0
659.50	1078.7
659.75	983.52
660.00	1028.7
660.25	1025.6
660.50	862.71
660.75	1061.0
661.00	915.79
661.25	979.86
661.50	851.12
661.75	1068.9
662.00	862.10
662.25	859.05
662.50	909.69
662.75	840.75
663.00	854.78
663.25	721.77
663.50	838.31
663.75	778.52
664.00	829.16
664.25	740.08
664.50	617.44
664.75	806.58
665.00	703.47
665.25	705.91
665.50	589.38
665.75	791.33
666.00	575.95
666.25	588.16
666.50	544.84
666.75	570.46
667.00	519.82
667.25	526.53
667.50	577.79
667.75	485.05
668.00	511.28
668.25	580.23
668.50	532.03
668.75	403.29
669.00	338.01
669.25	547.28
669.50	499.08
669.75	470.40
670.00	499.69
670.25	458.81
670.50	444.78
670.75	430.14
671.00	220.25
671.25	204.39
671.50	377.06
671.75	368.51
672.00	333.13
672.25	366.68
672.50	344.11
672.75	351.43
673.00	395.97
673.25	231.85
673.50	325.80
673.75	471.01
674.00	409.39
674.25	334.35
674.50	338.01
674.75	345.33
675.00	352.65
675.25	263.57
675.50	231.85
675.75	408.17
676.00	246.49
676.25	278.83
676.50	283.10
676.75	154.36
677.00	315.43
677.25	291.64
677.50	381.33
677.75	248.93
678.00	492.37
678.25	278.83
678.50	283.10
678.75	24.405
679.00	92.738
679.25	299.57
679.50	218.42
679.75	170.83
680.00	122.63
680.25	211.71
680.50	236.73
680.75	198.29
681.00	250.76
681.25	153.75
681.50	298.96
681.75	354.48
682.00	209.88
682.25	361.80
682.50	90.908
682.75	186.09
683.00	164.12
683.25	71.384
683.50	301.40
683.75	278.22
684.00	97.009
684.25	30.506
684.50	137.28
684.75	125.69
685.00	177.55
685.25	263.57
685.50	206.22
685.75	350.21
686.00	133.62
686.25	209.27
686.50	183.65
686.75	140.94
687.00	180.60
687.25	116.53
687.50	108.60
687.75	118.36
688.00	285.54
688.25	99.450
688.50	40.268
688.75	53.081
689.00	43.319
689.25	184.26
689.50	247.71
689.75	179.38
690.00	251.98
690.25	247.10
690.50	37.828
690.75	115.31
691.00	90.298
691.25	73.825
691.50	147.65
691.75	78.706
692.00	114.09
692.25	37.217
692.50	119.58
692.75	151.31
693.00	9.1518
693.25	227.58
693.50	76.875
693.75	90.298
694.00	114.09
694.25	219.03
694.50	203.78
694.75	-39.048
695.00	215.37
695.25	69.554
695.50	64.673
695.75	71.994
696.00	47.589
696.25	42.098
696.50	103.72
696.75	88.468
697.00	47.589
697.25	54.301
697.50	-46.369
697.75	-1.8304
698.00	-10.982
698.25	136.06
698.50	159.85
698.75	86.637
699.00	69.554
699.25	-65.283
699.50	101.89
699.75	51.860
700.00	47.589
