Wavelength (nm)	L02 abs e
662.75	9578.4
663.00	9536.8
663.25	8947.2
663.50	8942.0
663.75	8918.1
664.00	8880.6
664.25	8555.1
664.50	8044.5
664.75	8197.4
665.00	8113.2
665.25	8197.4
665.50	7725.3
665.75	7565.2
666.00	7543.3
666.25	7440.4
666.50	7641.1
666.75	7102.4
667.00	7274.0
667.25	7221.0
667.50	6993.2
667.75	6551.3
668.00	6622.0
668.25	6630.3
668.50	6255.9
668.75	6335.0
669.00	6304.8
669.25	6025.1
669.50	5925.3
669.75	5933.6
670.00	5640.3
670.25	5504.1
670.50	5533.2
670.75	5226.5
671.00	5022.6
671.25	4965.4
671.50	5174.5
671.75	5295.1
672.00	5124.6
672.25	5044.5
672.50	4680.5
672.75	4486.1
673.00	4846.9
673.25	4601.5
673.50	4009.8
673.75	4637.9
674.00	4143.9
674.25	4237.5
674.50	4111.7
674.75	4225.1
675.00	3900.6
675.25	4012.9
675.50	3921.4
675.75	3694.7
676.00	3723.8
676.25	3580.3
676.50	3330.8
676.75	3324.5
677.00	3334.9
677.25	3317.2
677.50	3050.0
677.75	3100.9
678.00	3228.8
678.25	3287.1
678.50	3320.4
678.75	3010.5
679.00	3018.8
679.25	2723.5
679.50	2591.4
679.75	2671.5
680.00	2705.8
680.25	2671.5
680.50	2849.3
680.75	2447.9
681.00	2504.0
681.25	2438.5
681.50	2429.2
681.75	2707.9
682.00	2222.2
682.25	2440.6
682.50	2308.5
682.75	2390.7
683.00	2454.1
683.25	2168.2
683.50	2251.4
683.75	2148.4
684.00	2091.2
684.25	2127.6
684.50	2329.3
684.75	2109.9
685.00	1867.6
685.25	2097.4
685.50	1898.8
685.75	2072.5
686.00	1907.1
686.25	2066.3
686.50	1752.2
686.75	2193.1
687.00	2007.0
687.25	1784.4
687.50	1876.0
687.75	1941.5
688.00	1931.1
688.25	1858.3
688.50	1665.9
688.75	1723.1
689.00	1336.3
689.25	1986.2
689.50	1617.0
689.75	1546.3
690.00	1716.8
690.25	1646.1
690.50	1367.4
690.75	1551.5
691.00	1587.9
691.25	1400.7
691.50	1533.8
691.75	1341.5
692.00	1621.2
692.25	1279.1
692.50	1363.3
692.75	1516.2
693.00	1268.7
693.25	1443.4
693.50	1289.5
693.75	1235.4
694.00	1377.8
694.25	1402.8
694.50	1089.8
694.75	1039.9
695.00	1288.4
695.25	1362.2
695.50	1468.3
695.75	1391.4
696.00	1072.1
696.25	1376.8
696.50	1016.0
696.75	1266.6
697.00	1379.9
697.25	552.18
697.50	971.25
697.75	1102.3
698.00	1150.1
698.25	914.06
698.50	1042.0
698.75	1112.7
699.00	874.54
699.25	1028.4
699.50	935.90
699.75	727.92
700.00	1037.8
700.25	1225.0
700.50	1184.4
700.75	1085.6
701.00	1008.7
701.25	1087.7
701.50	1033.6
701.75	936.94
702.00	853.75
702.25	751.84
702.50	1178.2
702.75	652.01
703.00	1156.4
703.25	633.29
703.50	861.02
703.75	710.24
704.00	1062.8
704.25	1025.3
704.50	771.59
704.75	715.44
705.00	534.50
705.25	997.25
705.50	908.86
705.75	1126.2
706.00	702.96
706.25	655.13
706.50	908.86
706.75	453.39
707.00	1106.4
707.25	805.91
707.50	1066.9
707.75	821.51
708.00	611.45
708.25	753.92
708.50	433.63
708.75	997.25
709.00	743.52
709.25	695.68
709.50	619.77
709.75	369.16
710.00	933.82
710.25	919.26
710.50	433.63
710.75	925.50
711.00	1070.0
711.25	595.85
711.50	824.63
711.75	560.50
712.00	713.36
712.25	678.00
712.50	430.51
712.75	710.24
713.00	633.29
713.25	523.06
713.50	784.07
713.75	1034.7
714.00	774.71
714.25	186.14
714.50	489.79
714.75	175.74
715.00	867.26
715.25	952.53
715.50	436.75
715.75	854.79
716.00	548.02
716.25	620.81
716.50	725.84
716.75	708.16
717.00	437.79
717.25	437.79
717.50	434.67
717.75	859.98
718.00	853.75
718.25	514.74
718.50	689.44
718.75	811.11
719.00	1070.0
719.25	408.67
719.50	568.82
719.75	770.55
720.00	7.2792
720.25	300.53
720.50	445.07
720.75	775.75
721.00	567.78
721.25	333.80
721.50	556.34
721.75	687.36
722.00	715.44
722.25	337.96
722.50	324.44
722.75	442.99
723.00	449.23
723.25	180.94
723.50	714.40
723.75	578.18
724.00	442.99
724.25	1237.5
724.50	784.07
724.75	395.16
725.00	581.30
725.25	323.40
725.50	451.31
725.75	700.88
726.00	322.36
726.25	669.69
726.50	634.33
726.75	679.04
727.00	595.85
727.25	759.12
727.50	403.48
727.75	687.36
728.00	252.69
728.25	507.46
728.50	285.97
728.75	409.71
729.00	528.26
729.25	852.71
729.50	434.67
729.75	488.75
730.00	948.37
730.25	442.99
730.50	844.39
730.75	188.22
731.00	452.35
731.25	618.73
731.50	279.73
731.75	650.97
732.00	498.10
732.25	574.02
732.50	619.77
732.75	-191.34
733.00	774.71
733.25	420.11
733.50	377.48
733.75	429.47
734.00	339.00
734.25	134.15
734.50	446.11
734.75	412.83
735.00	596.89
735.25	358.76
735.50	449.23
735.75	470.03
736.00	544.90
736.25	339.00
736.50	672.81
736.75	386.84
737.00	1159.5
737.25	620.81
737.50	494.99
737.75	271.41
738.00	585.46
738.25	700.88
738.50	827.75
738.75	412.83
739.00	321.32
739.25	475.23
739.50	489.79
739.75	317.16
740.00	593.77
740.25	796.55
740.50	807.99
740.75	313.01
741.00	-57.194
741.25	541.78
741.50	373.32
741.75	86.310
742.00	-39.516
742.25	453.39
742.50	670.73
742.75	734.16
743.00	266.21
743.25	190.30
743.50	354.60
743.75	245.41
744.00	224.62
744.25	404.52
744.50	259.97
744.75	331.72
745.00	133.11
745.25	219.42
745.50	269.33
745.75	429.47
746.00	607.29
746.25	643.69
746.50	212.14
746.75	23.917
747.00	253.73
747.25	527.22
747.50	916.14
747.75	17.678
748.00	-106.07
748.25	731.04
748.50	618.73
748.75	530.34
749.00	603.13
749.25	512.66
749.50	35.356
749.75	472.11
750.00	770.55
750.25	765.36
750.50	728.96
750.75	594.81
751.00	381.64
751.25	225.65
751.50	90.470
751.75	-3.1197
752.00	383.72
752.25	181.98
752.50	728.96
752.75	419.07
753.00	377.48
753.25	1109.6
753.50	406.59
753.75	545.94
754.00	727.92
754.25	43.675
754.50	550.10
754.75	231.89
755.00	303.65
755.25	541.78
755.50	431.55
755.75	714.40
756.00	689.44
756.25	337.96
756.50	432.59
756.75	261.01
757.00	199.66
757.25	-179.90
757.50	292.21
757.75	674.89
758.00	356.68
758.25	561.54
758.50	444.03
758.75	44.715
759.00	538.66
759.25	386.84
759.50	562.58
759.75	342.12
760.00	704.00
760.25	643.69
760.50	783.03
760.75	-33.276
761.00	166.38
761.25	355.64
761.50	176.78
761.75	586.49
762.00	376.44
762.25	199.66
762.50	142.46
762.75	985.81
763.00	537.62
763.25	459.63
763.50	133.11
763.75	450.27
764.00	120.63
764.25	188.22
764.50	183.02
764.75	453.39
765.00	487.71
765.25	902.62
765.50	692.56
765.75	600.01
766.00	376.44
766.25	388.92
766.50	-71.752
766.75	-105.03
767.00	327.56
767.25	406.59
767.50	145.58
767.75	268.29
768.00	640.57
768.25	-111.27
768.50	-2.7892e-05
768.75	549.06
769.00	894.30
769.25	340.04
769.50	785.11
769.75	662.41
770.00	-21.838
770.25	959.81
770.50	113.35
770.75	1090.8
771.00	350.44
771.25	110.23
771.50	353.56
771.75	53.034
772.00	438.83
772.25	-169.50
772.50	388.92
772.75	678.00
773.00	370.20
773.25	-32.236
773.50	467.95
773.75	-31.197
774.00	493.95
774.25	129.99
774.50	441.95
774.75	-305.73
775.00	605.21
775.25	152.86
775.50	-31.197
775.75	277.65
776.00	370.20
776.25	317.16
776.50	903.66
776.75	472.11
777.00	354.60
777.25	-314.05
777.50	-82.151
777.75	-110.23
778.00	363.96
778.25	-193.42
778.50	329.64
778.75	551.14
779.00	-88.390
779.25	-157.02
779.50	-166.38
779.75	450.27
780.00	612.49
780.25	244.37
780.50	93.590
780.75	753.92
781.00	1124.1
781.25	388.92
781.50	1158.4
781.75	-262.05
782.00	598.97
782.25	138.30
782.50	74.872
782.75	484.59
783.00	1154.3
783.25	290.13
783.50	170.54
783.75	503.30
784.00	398.28
784.25	111.27
784.50	384.76
784.75	189.26
785.00	533.46
785.25	425.31
785.50	245.41
785.75	-243.33
786.00	341.08
786.25	75.912
786.50	955.65
786.75	432.59
787.00	569.86
787.25	627.05
787.50	483.55
787.75	590.65
788.00	453.39
788.25	-12.479
788.50	185.10
788.75	435.71
789.00	214.22
789.25	674.89
789.50	333.80
789.75	376.44
790.00	235.01
790.25	725.84
790.50	65.513
790.75	508.50
791.00	-113.35
791.25	301.57
791.50	-354.60
791.75	121.67
792.00	329.64
792.25	407.63
792.50	524.10
792.75	93.590
793.00	416.99
793.25	658.25
793.50	897.42
793.75	415.95
794.00	472.11
794.25	301.57
794.50	611.45
794.75	89.430
795.00	576.10
795.25	237.09
795.50	749.76
795.75	68.632
796.00	680.08
796.25	-83.191
796.50	377.48
796.75	355.64
797.00	150.78
797.25	141.42
797.50	269.33
797.75	79.031
798.00	631.21
798.25	824.63
798.50	741.44
798.75	374.36
799.00	381.64
799.25	-254.77
799.50	29.117
799.75	10.399
800.00	85.271
