-20.000	-0.000	-0.000	-0.000	-0.000
-19.900	0.000	0.000	0.000	0.000
-19.800	0.001	0.001	0.001	0.001
-19.700	0.002	0.002	0.002	0.002
-19.600	0.003	0.003	0.003	0.003
-19.500	0.004	0.004	0.004	0.004
-19.400	0.004	0.004	0.004	0.004
-19.300	0.005	0.005	0.005	0.005
-19.200	0.006	0.006	0.006	0.006
-19.100	0.006	0.006	0.006	0.006
-19.000	0.006	0.006	0.006	0.006
-18.900	0.005	0.005	0.005	0.005
-18.800	0.004	0.004	0.004	0.004
-18.700	0.004	0.004	0.004	0.004
-18.600	0.003	0.003	0.003	0.003
-18.500	0.001	0.001	0.001	0.001
-18.400	0.001	0.001	0.001	0.001
-18.300	-0.000	-0.000	-0.000	-0.000
-18.200	-0.001	-0.001	-0.001	-0.001
-18.100	-0.002	-0.002	-0.002	-0.002
-18.000	-0.001	-0.001	-0.001	-0.001
-17.900	-0.000	-0.000	-0.000	-0.000
-17.800	0.000	0.000	0.000	0.000
-17.700	0.001	0.001	0.001	0.001
-17.600	0.001	0.001	0.001	0.001
-17.500	0.002	0.002	0.002	0.002
-17.400	0.003	0.003	0.003	0.003
-17.300	0.003	0.003	0.003	0.003
-17.200	0.004	0.004	0.004	0.004
-17.100	0.003	0.003	0.003	0.003
-17.000	0.003	0.003	0.003	0.003
-16.900	0.002	0.002	0.002	0.002
-16.800	0.002	0.002	0.002	0.002
-16.700	0.002	0.002	0.002	0.002
-16.600	0.002	0.002	0.002	0.002
-16.500	0.001	0.001	0.001	0.001
-16.400	0.001	0.001	0.001	0.001
-16.300	0.001	0.001	0.001	0.001
-16.200	0.001	0.001	0.001	0.001
-16.100	0.001	0.001	0.001	0.001
-16.000	0.001	0.001	0.001	0.001
-15.900	0.002	0.002	0.002	0.002
-15.800	0.002	0.002	0.002	0.002
-15.700	0.002	0.002	0.002	0.002
-15.600	0.002	0.002	0.002	0.002
-15.500	0.002	0.002	0.002	0.002
-15.400	0.002	0.002	0.002	0.002
-15.300	0.003	0.003	0.003	0.003
-15.200	0.003	0.003	0.003	0.003
-15.100	0.003	0.003	0.003	0.003
-15.000	0.003	0.003	0.003	0.003
-14.900	0.003	0.003	0.003	0.003
-14.800	0.003	0.003	0.003	0.003
-14.700	0.002	0.002	0.002	0.002
-14.600	0.002	0.002	0.002	0.002
-14.500	0.002	0.002	0.002	0.002
-14.400	0.002	0.002	0.002	0.002
-14.300	0.002	0.002	0.002	0.002
-14.200	0.002	0.002	0.002	0.002
-14.100	0.003	0.003	0.003	0.003
-14.000	0.002	0.002	0.002	0.002
-13.900	0.001	0.001	0.001	0.001
-13.800	0.001	0.001	0.001	0.001
-13.700	0.002	0.002	0.002	0.002
-13.600	0.003	0.003	0.003	0.003
-13.500	0.003	0.003	0.003	0.003
-13.400	0.003	0.003	0.003	0.003
-13.300	0.003	0.003	0.003	0.003
-13.200	0.002	0.002	0.002	0.002
-13.100	0.001	0.001	0.001	0.001
-13.000	0.001	0.001	0.001	0.001
-12.900	0.002	0.002	0.002	0.002
-12.800	0.003	0.003	0.003	0.003
-12.700	0.002	0.002	0.002	0.002
-12.600	0.002	0.002	0.002	0.002
-12.500	0.002	0.002	0.002	0.002
-12.400	0.002	0.002	0.002	0.002
-12.300	0.003	0.003	0.003	0.003
-12.200	0.005	0.005	0.005	0.005
-12.100	0.006	0.006	0.006	0.006
-12.000	0.007	0.007	0.007	0.007
-11.900	0.006	0.006	0.006	0.006
-11.800	0.006	0.006	0.006	0.006
-11.700	0.007	0.007	0.007	0.007
-11.600	0.008	0.008	0.008	0.008
-11.500	0.008	0.008	0.008	0.008
-11.400	0.008	0.008	0.008	0.008
-11.300	0.008	0.008	0.008	0.008
-11.200	0.007	0.007	0.007	0.007
-11.100	0.007	0.007	0.007	0.007
-11.000	0.007	0.007	0.007	0.007
-10.900	0.007	0.007	0.007	0.007
-10.800	0.008	0.008	0.008	0.008
-10.700	0.008	0.008	0.008	0.008
-10.600	0.009	0.009	0.009	0.009
-10.500	0.010	0.010	0.010	0.010
-10.400	0.011	0.011	0.011	0.011
-10.300	0.012	0.012	0.012	0.012
-10.200	0.014	0.014	0.014	0.014
-10.100	0.016	0.016	0.016	0.016
-10.000	0.019	0.019	0.019	0.019
-9.900	0.021	0.021	0.021	0.021
-9.800	0.021	0.021	0.021	0.021
-9.700	0.022	0.022	0.022	0.022
-9.600	0.023	0.023	0.023	0.023
-9.500	0.023	0.023	0.023	0.023
-9.400	0.023	0.023	0.023	0.023
-9.300	0.024	0.024	0.024	0.024
-9.200	0.024	0.024	0.024	0.024
-9.100	0.024	0.024	0.024	0.024
-9.000	0.024	0.024	0.024	0.024
-8.900	0.024	0.024	0.024	0.024
-8.800	0.025	0.025	0.025	0.025
-8.700	0.026	0.026	0.026	0.026
-8.600	0.025	0.025	0.025	0.025
-8.500	0.025	0.025	0.025	0.025
-8.400	0.024	0.024	0.024	0.024
-8.300	0.024	0.024	0.024	0.024
